,Cell ID,Region num birth,Region num death,Cell birth time,Cell death time,Cell age,Old pole age,Error frame,stat0,Long axis (L) birth,Long axis (L) death,Short axis birth,Short axis death,Area birth,Area death,Region score birth,Region score death,X position birth,Y position birth,Fluor1 sum,Fluor1 mean,Fluor2 sum,Fluor2 mean,Fluor3 sum,Fluor3 mean,Num of neighbors,Region gray val,Focus1(1) long axis birth,Focus1(1) short axis birth,Focus1(1) score birth,Focus1(1) intensity birth,Focus1(2) long axis birth,Focus1(2) short axis birth,Focus1(2) score birth,Focus1(2) intensity birth,Focus1(3) long axis birth,Focus1(3) short axis birth,Focus1(3) score birth,Focus1(3) intensity birth,Focus1(4) long axis birth,Focus1(4) short axis birth,Focus1(4) score birth,Focus1(4) intensity birth,Focus1(5) long axis birth,Focus1(5) short axis birth,Focus1(5) score birth,Focus1(5) intensity birth,Focus1(1) long axis pole align,Focus1(1) long axis norm pole align,Focus1(1) long axis normalized,Focus1(2) long axis normalized,Focus1(3) long axis normalized,Focus1(4) long axis normalized,Focus1(5) long axis normalized,Focus1(1) short axis normalized,Focus1(2) short axis normalized,Focus1(3) short axis normalized,Focus1(4) short axis normalized,Focus1(5) short axis normalized,Focus1(1) gaussianFitWidth,Focus1(2) gaussianFitWidth,Focus1(3) gaussianFitWidth,Mother ID,Daughter1 ID,Daughter2 ID,dL max,dL min,L death / L birth,Fluor1 sum death,Fluor1 mean death,Fluor2 sum death,Fluor2 mean death,Fluor3 sum death,Fluor3 mean death,Focus1(1) long axis death,Focus1(1) short axis death,Focus1(1) score death,Focus1(1) intensity death,Focus1(2) long axis death,Focus1(2) short axis death,Focus1(2) score death,Focus1(2) intensity death,Focus1(2) long axis death,Focus1(3) short axis death,Focus1(3) score death,Focus1(3) intensity death,Focus1(4) long axis death,Focus1(4) short axis death,Focus1(4) score death,Focus1(4) intensity death,Focus1(5) long axis death,Focus1(5) short axis death,Focus1(5) score death,Focus1(5) intensity death,Focus1(1) gaussian fit width death,Focus1(2) gaussian fit width death,Focus1(3) gaussian fit width death,Long axis/Short axis birth,Long axis/Short axis death,Neck width,Maximum width,Cell dist to edge,Growth Rate,Time of Death,Strain
0,1.0,1.0,1.0,1.0,1.0,0.0,,,0.0,20.0,20.0,5.81637493897249,5.81637493897249,117.0,117.0,-42.53825317992724,-42.53825317992724,10.384615384615385,294.45299145299145,209777.0,1792.965811965812,73353.0,626.9487179487179,,,,1947.008547008547,6.8993571484558105,-0.276143845926601,1.6328662298672958,4.780294887712188,-10.374104608684558,1.970952507019089,3.15831948709723,3.609043797529748,,,,,,,,,,,,,,,0.31360714311162774,-0.47155020948566173,,,,-0.030682649547400114,0.218994723002121,,,,1.5072203466010798,0.617350878735526,,0.0,,,,,,209777.0,1792.965811965812,73353.0,626.9487179487179,,,6.8993571484558105,-0.276143845926601,1.6328662298672958,4.780294887712188,-10.374104608684558,1.970952507019089,3.15831948709723,3.609043797529748,,,,,,,,,,,,,1.5072203466010798,0.617350878735526,,3.4385678725747972,3.4385678725747972,5.81637493897249,6.329489016173814,1.0,,5.0,purAinaA
1,2.0,2.0,2.0,1.0,1.0,0.0,,,0.0,27.0,27.0,7.0929922574976665,7.0929922574976665,193.0,193.0,35.43116263183867,35.43116263183867,16.71502590673575,133.96373056994818,273849.0,1418.9067357512954,110310.0,571.5544041450777,,,,1947.19689119171,9.804215958852119,-0.26046310330436473,0.9113647674508674,3.0154140012810666,-8.90629134935445,-0.2076705019417524,0.8271260440680154,2.8848837453064933,,,,,,,,,,,,,,,0.338076412374211,-0.3071134948053259,,,,-0.026046310330436473,-0.02076705019417524,,,,1.6855819871888849,1.7937115249799724,,0.0,,,,,,273849.0,1418.9067357512954,110310.0,571.5544041450777,,,9.804215958852119,-0.26046310330436473,0.9113647674508674,3.0154140012810666,-8.90629134935445,-0.2076705019417524,0.8271260440680154,2.8848837453064933,,,,,,,,,,,,,1.6855819871888849,1.7937115249799724,,3.8065740127461125,3.8065740127461125,7.0929922574976665,7.84911495391475,1.0,,0.0,purAinaA
2,3.0,3.0,3.0,1.0,1.0,0.0,,,0.0,25.0,25.0,5.905266852272826,5.905266852272826,149.0,149.0,-24.163926614990526,-24.163926614990526,32.36241610738255,375.496644295302,260988.0,1751.5973154362416,102735.0,689.496644295302,,,,2036.9194630872482,-8.546491646424691,-0.5102115236396036,2.02006083806278,5.059090055565185,9.384244967999736,-1.3036923862756975,0.7808389349550393,2.2334833608630964,,,,,,,,,,,,,,,-0.31653672764535895,0.3475646284444347,,,,-0.06377644045495046,-0.1629615482844622,,,,1.2826507316170304,1.3889585188624833,,0.0,,,,,,260988.0,1751.5973154362416,102735.0,689.496644295302,,,-8.546491646424691,-0.5102115236396036,2.02006083806278,5.059090055565185,9.384244967999736,-1.3036923862756975,0.7808389349550393,2.2334833608630964,,,,,,,,,,,,,1.2826507316170304,1.3889585188624833,,4.233508937936983,4.233508937936983,5.4928090409173365,6.677838305307584,1.0,,15.0,purAinaA
3,4.0,4.0,4.0,1.0,1.0,0.0,,,0.0,23.0,23.0,6.554673834294867,6.554673834294867,151.0,151.0,-8.874630075804408,-8.874630075804408,32.0,418.0,262964.0,1741.4834437086092,90784.0,601.2185430463576,,,,1978.7483443708609,-6.617395794914925,-0.08771553312032898,1.132184838987484,4.08935873795951,7.966972282442834,-1.089031616912881,0.8443137785983773,2.445872735295263,,,,,,,,,,,,,,,-0.264695831796597,0.3186788912977134,,,,-0.008771553312032897,-0.10890316169128811,,,,1.8270719436579848,1.3869596335710597,,0.0,,,,,,262964.0,1741.4834437086092,90784.0,601.2185430463576,,,-6.617395794914925,-0.08771553312032898,1.132184838987484,4.08935873795951,7.966972282442834,-1.089031616912881,0.8443137785983773,2.445872735295263,,,,,,,,,,,,,1.8270719436579848,1.3869596335710597,,3.508946529064672,3.508946529064672,6.554673834294867,7.5498625335126235,1.0,,1.0,purAinaA
4,5.0,5.0,5.0,1.0,1.0,0.0,,,0.0,31.0,31.0,5.8335379113139245,5.8335379113139245,181.0,181.0,46.24218348672128,46.24218348672128,47.34254143646409,325.2817679558011,272000.0,1502.7624309392265,114319.0,631.5966850828729,,,,2000.7734806629835,12.27471682237015,-0.5183154227457374,1.1264505461404022,3.4094288415604117,-10.625392574548922,-0.5538133672968804,0.8504571744884775,2.858552916928816,,,,,,,,,,,,,,,0.3835849006990672,-0.3320435179546538,,,,-0.057590602527304156,-0.06153481858854226,,,,1.538307380541898,1.6723613303190157,,0.0,,,,,,272000.0,1502.7624309392265,114319.0,631.5966850828729,,,12.27471682237015,-0.5183154227457374,1.1264505461404022,3.4094288415604117,-10.625392574548922,-0.5538133672968804,0.8504571744884775,2.858552916928816,,,,,,,,,,,,,1.538307380541898,1.6723613303190157,,5.314099346106362,5.314099346106362,5.4264305303428655,7.312694076677872,1.0,,5.0,purAinaA
5,6.0,6.0,6.0,1.0,1.0,0.0,,,0.0,20.0,20.0,5.147734934696733,5.147734934696733,103.0,103.0,-45.97637809233996,-45.97637809233996,43.52427184466019,353.1747572815534,223425.0,2169.1747572815534,74459.0,722.9029126213592,,,,2096.349514563107,-6.475657688875546,0.11135829534276898,2.196615493475357,6.066446838605653,5.894837091682177,0.5178282656235615,1.220613312235666,3.7352976163092073,,,,,,,,,,,,,,,-0.3083646518512165,0.28070652817534175,,,,0.013919786917846122,0.0647285332029452,,,,1.3999327086120577,1.5196535488080545,,0.0,,,,,,223425.0,2169.1747572815534,74459.0,722.9029126213592,,,-6.475657688875546,0.11135829534276898,2.196615493475357,6.066446838605653,5.894837091682177,0.5178282656235615,1.220613312235666,3.7352976163092073,,,,,,,,,,,,,1.3999327086120577,1.5196535488080545,,3.885203930217175,3.885203930217175,5.147734934696733,6.229652598582713,1.0,,9.0,purAinaA
6,7.0,7.0,7.0,1.0,1.0,0.0,,,0.0,29.0,29.0,5.194583947049599,5.194583947049599,152.0,152.0,15.704468283120853,15.704468283120853,47.93421052631579,346.6907894736842,261663.0,1721.467105263158,92335.0,607.4671052631579,,,,2252.3289473684213,11.817163850375994,-0.3379126457083661,1.194606527207738,2.6878638934460763,-13.04987597759274,1.3618847655862458,1.040524935856549,2.111286492691341,2.8843778798901534,-1.1851102693866085,0.8085185668416196,1.6598978765242385,7.391676396144057,-0.5129371679116246,0.7856617352371473,1.4039318716252285,-4.864993621723873,-1.6341936303694757,0.8104076708030779,1.309603106442401,,,0.3811988338830966,-0.420963741212669,0.09304444773839204,0.23844117406916313,-0.15693527812012495,-0.03754584952315179,0.15132052950958286,-0.13167891882073426,-0.05699301865684717,-0.18157707004105286,1.111982887967133,1.0487022936869148,1.0335970993712644,0.0,,,,,,261663.0,1721.467105263158,92335.0,607.4671052631579,,,11.817163850375994,-0.3379126457083661,1.194606527207738,2.6878638934460763,-13.04987597759274,1.3618847655862458,1.040524935856549,2.111286492691341,2.8843778798901534,-1.1851102693866085,0.8085185668416196,1.6598978765242385,7.391676396144057,-0.5129371679116246,0.7856617352371473,1.4039318716252285,-4.864993621723873,-1.6341936303694757,0.8104076708030779,1.309603106442401,1.111982887967133,1.0487022936869148,1.0335970993712644,5.58273776987882,5.58273776987882,5.0121681757550505,6.0645081106965035,1.0,,0.0,purAinaA
7,8.0,8.0,8.0,1.0,1.0,0.0,,,0.0,27.0,27.0,5.487450827398031,5.487450827398031,148.0,148.0,33.31728765432867,33.31728765432867,47.66216216216216,387.4864864864865,280755.0,1896.9932432432433,105135.0,710.3716216216217,,,,2049.2364864864867,-9.394192256463654,0.32530717619095295,1.2129517376864665,3.3355313029967,8.505771923302351,0.2872572065729626,0.8047712051454107,2.4601034855919313,2.1709050194577215,-2.1331864265042664,0.7531192017849829,1.431319345156596,,,,,,,,,,,-0.3355068663022734,0.30377756868936967,0.07753232212349005,,,0.036145241798994775,0.031917467396995844,-0.2370207140560296,,,1.3853078757040422,1.5547175137387095,0.9635957700473882,0.0,,,,,,280755.0,1896.9932432432433,105135.0,710.3716216216217,,,-9.394192256463654,0.32530717619095295,1.2129517376864665,3.3355313029967,8.505771923302351,0.2872572065729626,0.8047712051454107,2.4601034855919313,2.1709050194577215,-2.1331864265042664,0.7531192017849829,1.431319345156596,,,,,,,,,1.3853078757040422,1.5547175137387095,0.9635957700473882,4.920317438689927,4.920317438689927,5.487450827398031,6.468500484395918,1.0,,14.0,purAinaA
8,9.0,9.0,9.0,1.0,1.0,0.0,,,0.0,37.0,37.0,6.270769962674495,6.270769962674495,233.0,233.0,46.07163863150681,46.07163863150681,52.99570815450644,502.1931330472103,428013.0,1836.9656652360516,140230.0,601.8454935622318,,,,2005.7896995708154,15.36266092367023,-0.29136857139198025,1.7028267739019574,5.182441976554298,-14.173396800960933,-0.7424019862157714,1.6739265076024008,5.0745932825680615,-5.9499944226143775,1.7421313801131013,0.5723898077816141,1.7597344893750582,,,,,,,,,,,0.39391438265821105,-0.3634204307938701,-0.1525639595542148,,,-0.029136857139198023,-0.07424019862157713,0.17421313801131014,,,1.5437383221536103,1.547061737142136,1.5379968293769701,0.0,,,,,,428013.0,1836.9656652360516,140230.0,601.8454935622318,,,15.36266092367023,-0.29136857139198025,1.7028267739019574,5.182441976554298,-14.173396800960933,-0.7424019862157714,1.6739265076024008,5.0745932825680615,-5.9499944226143775,1.7421313801131013,0.5723898077816141,1.7597344893750582,,,,,,,,,1.5437383221536103,1.547061737142136,1.5379968293769701,5.900391853031622,5.900391853031622,5.794255027279784,7.0724555295306955,1.0,,0.0,purAinaA
9,10.0,10.0,10.0,1.0,1.0,0.0,,,0.0,22.0,22.0,6.215897970699571,6.215897970699571,137.0,137.0,-1.062886798020174,-1.062886798020174,51.31386861313869,406.6715328467153,256310.0,1870.8759124087592,84496.0,616.7591240875912,,,,1953.6277372262773,8.201646049135636,0.09727328683200653,1.8651357070067838,5.570226503916052,,,,,,,,,,,,,,,,,,,0.3565933064841581,,,,,0.009727328683200653,,,,,1.5157089916060453,,,0.0,,,,,,256310.0,1870.8759124087592,84496.0,616.7591240875912,,,8.201646049135636,0.09727328683200653,1.8651357070067838,5.570226503916052,,,,,,,,,,,,,,,,,1.5157089916060453,,,3.5393116334443304,3.5393116334443304,6.215897970699571,7.238760785096626,1.0,,1.0,purAinaA
