,Strain,Fluor1 mean
3457,SoxS,554.6551724137931
3458,SoxS,562.1192660550458
3459,SoxS,596.4705882352941
3460,SoxS,608.1060606060606
3461,SoxS,587.6666666666666
3462,SoxS,547.8472222222222
3463,SoxS,613.0
3464,SoxS,558.5729166666666
3465,SoxS,575.3555555555556
3466,SoxS,613.7176470588236
3467,SoxS,570.5
3468,SoxS,585.6083333333333
3469,SoxS,598.8802816901408
3470,SoxS,589.5806451612904
3471,SoxS,605.5909090909091
3472,SoxS,602.4173228346457
3473,SoxS,575.9937888198758
3474,SoxS,568.7638888888889
3475,SoxS,607.6263736263736
3476,SoxS,608.8505747126437
3477,SoxS,609.7289719626168
3478,SoxS,610.2784810126582
3479,SoxS,587.5945945945946
3480,SoxS,577.1785714285714
3481,SoxS,541.3414634146342
3482,SoxS,550.3981481481482
3483,SoxS,575.9
3484,SoxS,545.4857142857143
3485,SoxS,561.8448275862069
3486,SoxS,543.7433628318585
3487,SoxS,530.1824324324324
3488,SoxS,590.8155737704918
3489,SoxS,565.9765625
3490,SoxS,578.9417475728155
3491,SoxS,566.7733333333333
3492,SoxS,583.5806451612904
3493,SoxS,591.2435897435897
3494,SoxS,554.671875
3495,SoxS,593.1827956989247
3496,SoxS,587.0792079207921
3497,SoxS,589.1764705882352
3498,SoxS,601.8207547169811
3499,SoxS,583.3796296296297
3500,SoxS,550.1527777777778
3501,SoxS,605.675925925926
3502,SoxS,575.0506329113924
3503,SoxS,608.074074074074
3504,SoxS,555.0363636363636
3505,SoxS,568.8757396449704
3506,SoxS,599.6363636363636
3507,SoxS,558.3488372093024
3508,SoxS,582.6875
3509,SoxS,562.1168831168832
3510,SoxS,559.06
3511,SoxS,607.2190476190476
3512,SoxS,575.3333333333334
3513,SoxS,557.0824742268042
3514,SoxS,582.1475409836065
3515,SoxS,561.28025477707
3516,SoxS,563.3793103448276
3517,SoxS,564.8125
3518,SoxS,572.9612403100775
3519,SoxS,565.438202247191
3520,SoxS,564.1914893617021
3521,SoxS,584.0153846153846
3522,SoxS,575.7625
3523,SoxS,588.8360655737705
3524,SoxS,577.1212121212121
3525,SoxS,535.5
3526,SoxS,585.3981481481482
3527,SoxS,587.5666666666667
3528,SoxS,602.0357142857143
3529,SoxS,540.32
3530,SoxS,584.0
3531,SoxS,599.2537313432836
3532,SoxS,546.9
3533,SoxS,541.4206349206349
3534,SoxS,586.6209677419355
3535,SoxS,539.2689075630252
3536,SoxS,591.6363636363636
3537,SoxS,588.9203539823009
3538,SoxS,571.8371040723982
3539,SoxS,577.9901960784314
3540,SoxS,609.90625
3541,SoxS,606.3194444444445
3542,SoxS,601.8510638297872
3543,SoxS,583.65
3544,SoxS,555.4102564102565
3545,SoxS,580.9272727272727
3546,SoxS,582.5508474576271
3547,SoxS,563.7317073170732
3548,SoxS,556.7619047619048
3549,SoxS,622.0
3550,SoxS,564.8988764044943
3551,SoxS,585.0869565217391
3552,SoxS,615.7073170731708
3553,SoxS,603.5
3554,SoxS,555.1652892561983
3555,SoxS,586.2439024390244
3556,SoxS,581.560606060606
3557,SoxS,577.1041666666666
3558,SoxS,640.2166666666667
3559,SoxS,590.7272727272727
3560,SoxS,590.2048192771084
3561,SoxS,581.5731707317074
3562,SoxS,589.4406779661017
3563,SoxS,564.4247787610619
3564,SoxS,585.1267605633802
3565,SoxS,559.2564102564103
3566,SoxS,618.0194174757281
3567,SoxS,595.19375
3568,SoxS,629.8083333333333
3569,SoxS,567.0947368421052
3570,SoxS,567.1185185185185
3571,SoxS,550.2547169811321
3572,SoxS,618.2752293577981
3573,SoxS,560.9290780141844
3574,SoxS,558.1584158415842
3575,SoxS,574.7614678899082
3576,SoxS,609.7582417582418
3577,SoxS,629.0190476190476
3578,SoxS,586.2222222222222
3579,SoxS,562.6551724137931
3580,SoxS,594.9245283018868
3581,SoxS,646.0327868852459
3582,SoxS,565.0384615384615
3583,SoxS,573.0229885057471
3584,SoxS,546.0235294117647
3585,SoxS,599.8452380952381
3586,SoxS,597.2086956521739
3587,SoxS,581.0344827586207
3588,SoxS,608.2307692307693
3589,SoxS,578.6346153846154
3590,SoxS,546.2222222222222
3591,SoxS,562.2025316455696
3592,SoxS,567.7313432835821
3593,SoxS,612.1076923076923
3594,SoxS,571.7052631578947
3595,SoxS,595.2941176470588
3596,SoxS,541.2441860465116
3597,SoxS,572.8854961832061
3598,SoxS,577.5131578947369
3599,SoxS,573.5444444444445
3600,SoxS,568.8474576271186
3601,SoxS,601.6164383561644
3602,SoxS,563.2361111111111
3603,SoxS,558.9347826086956
3604,SoxS,558.8594594594595
3605,SoxS,560.2622950819672
3606,SoxS,550.4
3607,SoxS,575.8743455497382
3608,SoxS,562.3416149068323
3609,SoxS,562.8631578947368
3610,SoxS,561.5
3611,SoxS,543.6158536585366
3612,SoxS,571.6741573033707
3613,SoxS,558.0364963503649
3614,SoxS,553.3294117647059
3615,SoxS,578.4833333333333
3616,SoxS,549.4135338345865
3617,SoxS,562.2
3618,SoxS,550.7881355932203
3619,SoxS,570.0307692307692
3620,SoxS,563.3777777777777
3621,SoxS,576.9221789883269
3622,SoxS,564.55
3623,SoxS,566.2596153846154
3624,SoxS,565.1129032258065
3625,SoxS,539.7321428571429
3626,SoxS,562.3661971830986
3627,SoxS,561.1882845188285
3628,SoxS,570.5555555555555
3629,SoxS,551.2752293577981
3630,SoxS,541.8723404255319
3631,SoxS,580.5321100917431
3632,SoxS,556.0
3633,SoxS,548.9037037037037
3634,SoxS,557.0229885057471
3635,SoxS,561.2857142857143
3636,SoxS,569.953125
3637,SoxS,555.968253968254
3638,SoxS,630.4125
3639,SoxS,559.4473684210526
3640,SoxS,558.6497890295359
3641,SoxS,552.6551724137931
3642,SoxS,577.2575757575758
3643,SoxS,552.2179487179487
3644,SoxS,559.8768115942029
3645,SoxS,593.0
3646,SoxS,582.1046511627907
3647,SoxS,591.8040201005025
3648,SoxS,599.078125
3649,SoxS,564.6949152542373
3650,SoxS,578.9480519480519
3651,SoxS,583.7042253521126
3652,SoxS,566.3253012048193
3653,SoxS,553.2777777777778
3654,SoxS,562.1279069767442
3655,SoxS,566.2734375
3656,SoxS,592.5352112676056
3657,SoxS,565.1272727272727
3658,SoxS,568.8200589970502
3659,SoxS,552.1290322580645
3660,SoxS,568.297520661157
3661,SoxS,590.4315789473684
3662,SoxS,568.1343283582089
3663,SoxS,563.9358974358975
3664,SoxS,543.15625
3665,SoxS,563.3762376237623
3666,SoxS,555.0093457943925
3667,SoxS,557.9468085106383
3668,SoxS,569.5
3669,SoxS,595.2844036697247
3670,SoxS,564.5384615384615
3671,SoxS,550.8387096774194
3672,SoxS,590.9285714285714
3673,SoxS,534.7701149425287
3674,SoxS,574.280487804878
3675,SoxS,563.1739130434783
3676,SoxS,556.9090909090909
3677,SoxS,567.483870967742
3678,SoxS,569.9625
3679,SoxS,567.3714285714286
3680,SoxS,564.5223880597015
3681,SoxS,608.2989690721649
3682,SoxS,553.6315789473684
3683,SoxS,570.5692307692308
3684,SoxS,587.3955223880597
3685,SoxS,571.3406593406594
3686,SoxS,569.7660550458716
3687,SoxS,566.9642857142857
3688,SoxS,575.3473684210526
3689,SoxS,573.6060606060606
3690,SoxS,619.5882352941177
3691,SoxS,564.7931034482758
3692,SoxS,582.9869281045752
3693,SoxS,560.96
3694,SoxS,632.1926605504588
3695,SoxS,558.5267857142857
3696,SoxS,561.3717948717949
3697,SoxS,556.6420454545455
3698,SoxS,583.4054054054054
3699,SoxS,565.9677419354839
3700,SoxS,536.9786096256685
3701,SoxS,582.3461538461538
3702,SoxS,581.030303030303
3703,SoxS,553.511811023622
3704,SoxS,576.4507042253521
3705,SoxS,577.734693877551
3706,SoxS,582.8217821782179
3707,SoxS,543.4026548672566
3708,SoxS,563.1486486486486
3709,SoxS,582.8686868686868
3710,SoxS,571.0380952380953
3711,SoxS,589.1194029850747
3712,SoxS,547.0
3713,SoxS,571.6588235294117
3714,SoxS,591.0833333333334
3715,SoxS,594.2409638554217
3716,SoxS,559.6201550387597
3717,SoxS,578.1
3718,SoxS,556.7128712871287
3719,SoxS,568.4895833333334
3720,SoxS,568.0756302521008
3721,SoxS,585.1308411214953
3722,SoxS,555.9120879120879
3723,SoxS,614.990990990991
3724,SoxS,578.1578947368421
3725,SoxS,596.9677419354839
3726,SoxS,539.2517482517483
3727,SoxS,556.5615384615385
3728,SoxS,571.9067796610169
3729,SoxS,633.6666666666666
3730,SoxS,564.3863636363636
3731,SoxS,570.9584905660378
3732,SoxS,555.1441441441441
3733,SoxS,550.3595505617977
3734,SoxS,569.7224880382776
3735,SoxS,577.9519230769231
3736,SoxS,639.6184210526316
3737,SoxS,549.6136363636364
3738,SoxS,549.1830985915493
3739,SoxS,571.2745098039215
3740,SoxS,579.7317073170732
3741,SoxS,581.4634146341464
3742,SoxS,585.3116883116883
3743,SoxS,559.2575757575758
3744,SoxS,571.4931506849315
3745,SoxS,569.9684210526316
3746,SoxS,560.0827067669173
3747,SoxS,552.3780487804878
3748,SoxS,534.2235294117647
3749,SoxS,568.3589743589744
3750,SoxS,585.8213166144201
3751,SoxS,606.7092198581561
3752,SoxS,579.2857142857143
3753,SoxS,588.0
3754,SoxS,552.2604166666666
3755,SoxS,594.4226804123712
3756,SoxS,575.3376623376623
3757,SoxS,565.9324324324324
3758,SoxS,580.8717948717949
3759,SoxS,570.2212389380531
3760,SoxS,569.3775510204082
3761,SoxS,576.2539682539683
3762,SoxS,578.2571428571429
3763,SoxS,543.5921052631579
3764,SoxS,587.5056179775281
3765,SoxS,573.639344262295
3766,SoxS,581.6666666666666
3767,SoxS,564.8148148148148
3768,SoxS,593.3679245283018
3769,SoxS,577.4647887323944
3770,SoxS,560.6
3771,SoxS,568.4455445544554
3772,SoxS,555.8780487804878
3773,SoxS,573.1617647058823
3774,SoxS,569.0847457627119
3775,SoxS,559.8275862068965
3776,SoxS,554.4318181818181
3777,SoxS,576.1973684210526
3778,SoxS,561.0849056603773
3779,SoxS,549.7716535433071
3780,SoxS,566.5882352941177
3781,SoxS,607.5352112676056
3782,SoxS,568.5285714285715
3783,SoxS,559.7884615384615
3784,SoxS,577.975
3785,SoxS,582.8076923076923
3786,SoxS,555.1210191082803
3787,SoxS,571.5123456790124
3788,SoxS,566.8095238095239
3789,SoxS,562.3653846153846
3790,SoxS,557.6
3791,SoxS,549.2921348314607
3792,SoxS,550.9230769230769
3793,SoxS,539.6373626373627
3794,SoxS,556.9245283018868
3795,SoxS,547.3521126760563
3796,SoxS,547.0666666666667
3797,SoxS,551.1466666666666
3798,SoxS,552.5433962264151
3799,SoxS,560.2222222222222
3800,SoxS,563.5106382978723
3801,SoxS,549.1428571428571
3802,SoxS,562.702380952381
3803,SoxS,542.7058823529412
3804,SoxS,543.8604651162791
3805,SoxS,554.1917808219179
3806,SoxS,550.416
3807,SoxS,549.0760869565217
3808,SoxS,551.8571428571429
3809,SoxS,542.7076923076924
3810,SoxS,554.25
3811,SoxS,568.2794117647059
3812,SoxS,550.0823529411765
3813,SoxS,555.7962962962963
3814,SoxS,535.0790960451977
3815,SoxS,553.639344262295
3816,SoxS,562.171052631579
3817,SoxS,557.9480519480519
3818,SoxS,549.25
3819,SoxS,577.3559322033898
3820,SoxS,561.1492537313433
3821,SoxS,548.8695652173913
3822,SoxS,549.9672131147541
3823,SoxS,559.34375
3824,SoxS,535.825806451613
3825,SoxS,549.7
3826,SoxS,549.2662337662338
3827,SoxS,550.8305084745763
3828,SoxS,543.6382978723404
3829,SoxS,548.8392857142857
3830,SoxS,537.3333333333334
3831,SoxS,544.2840909090909
3832,SoxS,559.710843373494
3833,SoxS,547.0247933884298
3834,SoxS,539.0446428571429
3835,SoxS,556.9294117647058
3836,SoxS,552.5238095238095
3837,SoxS,543.7901234567901
3838,SoxS,530.1290322580645
3839,SoxS,561.0909090909091
3840,SoxS,531.8154761904761
3841,SoxS,547.3928571428571
3842,SoxS,541.0576923076923
3843,SoxS,538.0784313725491
3844,SoxS,539.7567567567568
3845,SoxS,547.469696969697
3846,SoxS,545.5128205128206
3847,SoxS,550.803738317757
3848,SoxS,549.575
3849,SoxS,545.6477272727273
3850,SoxS,564.4823529411765
3851,SoxS,550.8780487804878
3852,SoxS,538.2167832167833
3853,SoxS,561.927536231884
3854,SoxS,568.2135922330098
3855,SoxS,542.65
3856,SoxS,551.9166666666666
3857,SoxS,535.7216494845361
3858,SoxS,542.75
3859,SoxS,533.9265536723163
3860,SoxS,548.607476635514
3861,SoxS,530.6341463414634
3862,SoxS,546.0275862068966
3863,SoxS,581.6324786324786
3864,SoxS,549.2
3865,SoxS,579.6431924882629
3866,SoxS,540.525641025641
3867,SoxS,540.8260869565217
3868,SoxS,551.1304347826087
3869,SoxS,540.8521739130434
3870,SoxS,545.2758620689655
3871,SoxS,588.3655913978495
3872,SoxS,540.1313131313132
3873,SoxS,548.6386554621848
3874,SoxS,543.4042553191489
3875,SoxS,565.0519480519481
3876,SoxS,578.8888888888889
3877,SoxS,563.8571428571429
3878,SoxS,558.1044776119403
3879,SoxS,553.6875
3880,SoxS,558.6860465116279
3881,SoxS,555.008064516129
3882,SoxS,553.2560975609756
3883,SoxS,559.9038461538462
3884,SoxS,565.0
3885,SoxS,573.8493150684932
3886,SoxS,558.0555555555555
3887,SoxS,563.4321608040201
3888,SoxS,562.8829787234042
3889,SoxS,531.4529914529915
3890,SoxS,557.639344262295
3891,SoxS,548.4230769230769
3892,SoxS,548.1685393258427
3893,SoxS,559.4239130434783
3894,SoxS,561.2696629213483
3895,SoxS,553.07
3896,SoxS,541.6666666666666
3897,SoxS,545.6382978723404
3898,SoxS,546.8850574712644
3899,SoxS,543.3777777777777
3900,SoxS,551.0
3901,SoxS,558.7233201581028
3902,SoxS,526.8019801980198
3903,SoxS,550.8144329896908
3904,SoxS,540.2604166666666
3905,SoxS,545.0336134453781
3906,SoxS,548.0
3907,SoxS,558.0348837209302
3908,SoxS,547.45
3909,SoxS,558.8529411764706
3910,SoxS,545.2112676056338
3911,SoxS,544.6727272727272
3912,SoxS,553.7532467532468
3913,SoxS,547.6086956521739
3914,SoxS,540.3776223776224
3915,SoxS,562.1696428571429
3916,SoxS,562.2710280373832
3917,SoxS,559.9449541284404
3918,SoxS,549.5043478260869
3919,SoxS,542.5110759493671
3920,SoxS,544.0875
3921,SoxS,554.9587628865979
3922,SoxS,547.4938271604939
3923,SoxS,539.4831460674158
3924,SoxS,524.3333333333334
3925,SoxS,567.1379310344828
3926,SoxS,552.5753424657535
3927,SoxS,535.9746835443038
3928,SoxS,548.4366197183099
3929,SoxS,547.125
3930,SoxS,541.2857142857143
3931,SoxS,543.2021276595744
3932,SoxS,544.4545454545455
3933,SoxS,558.280303030303
3934,SoxS,564.2682926829268
3935,SoxS,546.6470588235294
3936,SoxS,529.5943396226415
3937,SoxS,519.99
3938,SoxS,537.9404761904761
3939,SoxS,549.0579710144928
3940,SoxS,541.4905660377359
3941,SoxS,533.45
3942,SoxS,542.9625
3943,SoxS,545.3170731707318
3944,SoxS,543.8547008547008
3945,SoxS,534.0909090909091
3946,SoxS,533.0519480519481
3947,SoxS,535.051724137931
3948,SoxS,535.4148936170212
3949,SoxS,569.1269841269841
3950,SoxS,532.9302325581396
3951,SoxS,551.3448275862069
3952,SoxS,539.5846153846154
3953,SoxS,546.4375
3954,SoxS,567.0
3955,SoxS,558.25
3956,SoxS,564.5405405405405
3957,SoxS,548.2584269662922
3958,SoxS,542.4736842105264
3959,SoxS,539.5
3960,SoxS,517.3125
3961,SoxS,534.3472222222222
3962,SoxS,559.4603174603175
3963,SoxS,545.6567164179105
3964,SoxS,540.6243093922652
3965,SoxS,544.4266666666666
3966,SoxS,551.7049180327868
3967,SoxS,543.4285714285714
3968,SoxS,521.1632653061224
3969,SoxS,540.4408602150538
3970,SoxS,547.2222222222222
3971,SoxS,541.6060606060606
3972,SoxS,548.0675675675676
3973,SoxS,562.474358974359
3974,SoxS,535.5352112676056
3975,SoxS,556.7
3976,SoxS,530.2181818181818
3977,SoxS,540.1851851851852
3978,SoxS,530.9724770642201
3979,SoxS,549.6829268292682
3980,SoxS,529.9421487603306
3981,SoxS,551.0752688172043
3982,SoxS,556.3018867924528
3983,SoxS,562.1803278688525
3984,SoxS,554.6993670886076
3985,SoxS,528.4181818181818
3986,SoxS,546.1782945736434
3987,SoxS,554.4545454545455
3988,SoxS,532.0181818181818
3989,SoxS,567.7966101694915
3990,SoxS,548.4788732394367
3991,SoxS,560.9770114942529
3992,SoxS,527.8484848484849
3993,SoxS,539.0
3994,SoxS,535.8266666666667
3995,SoxS,547.2758620689655
3996,SoxS,541.3584905660377
3997,SoxS,528.4915254237288
3998,SoxS,568.2150537634409
3999,SoxS,535.4519230769231
4000,SoxS,560.1089108910891
4001,SoxS,557.6375
4002,SoxS,546.7183098591549
4003,SoxS,538.9294117647058
4004,SoxS,557.047619047619
4005,SoxS,557.0940170940171
4006,SoxS,555.5135135135135
4007,SoxS,527.758064516129
4008,SoxS,532.75
4009,SoxS,554.078947368421
4010,SoxS,563.4835164835165
4011,SoxS,581.719512195122
4012,SoxS,526.241935483871
4013,SoxS,534.5178571428571
4014,SoxS,576.2727272727273
4015,SoxS,547.6351351351351
4016,SoxS,545.375
4017,SoxS,522.7818181818182
4018,SoxS,560.6451612903226
4019,SoxS,561.4590163934427
4020,SoxS,543.8
4021,SoxS,566.7432432432432
4022,SoxS,551.4791666666666
4023,SoxS,527.4414414414415
4024,SoxS,549.6714285714286
4025,SoxS,539.7384615384616
4026,SoxS,536.0194805194806
4027,SoxS,546.4536082474227
4028,SoxS,543.52
4029,SoxS,543.7058823529412
4030,SoxS,548.2835820895523
4031,SoxS,534.6904761904761
4032,SoxS,539.2741935483871
4033,SoxS,541.2307692307693
4034,SoxS,541.578947368421
4035,SoxS,526.3130434782609
4036,SoxS,527.3508771929825
4037,SoxS,528.5058823529412
4038,SoxS,532.4382566585956
4039,SoxS,527.0833333333334
4040,SoxS,536.13125
4041,SoxS,537.82421875
4042,SoxS,555.4787234042553
4043,SoxS,546.9846153846154
4044,SoxS,533.8367346938776
4045,SoxS,529.1459854014598
4046,SoxS,551.95
4047,SoxS,525.5504587155963
4048,SoxS,531.4705882352941
4049,SoxS,532.2622950819672
4050,SoxS,554.3380281690141
4051,SoxS,529.2467532467532
4052,SoxS,542.0293040293041
4053,SoxS,532.5109489051094
4054,SoxS,519.1678832116788
4055,SoxS,534.9772727272727
4056,SoxS,533.1964285714286
4057,SoxS,532.1607142857143
4058,SoxS,536.1507936507936
4059,SoxS,535.625
4060,SoxS,535.2727272727273
4061,SoxS,549.8415841584158
4062,SoxS,534.546875
4063,SoxS,554.8962264150944
4064,SoxS,523.2816901408451
4065,SoxS,540.5051546391752
4066,SoxS,526.3153153153153
4067,SoxS,522.2127659574468
4068,SoxS,524.7948717948718
4069,SoxS,529.5
4070,SoxS,525.7142857142857
4071,SoxS,529.0714285714286
4072,SoxS,543.5909090909091
4073,SoxS,535.2
4074,SoxS,540.3428571428572
4075,SoxS,526.675925925926
4076,SoxS,528.8936170212766
4077,SoxS,526.9009009009009
4078,SoxS,538.8767123287671
4079,SoxS,543.8157894736842
4080,SoxS,519.3888888888889
4081,SoxS,539.0087719298245
4082,SoxS,539.2162162162163
4083,SoxS,542.62
4084,SoxS,523.025974025974
4085,SoxS,542.7232142857143
4086,SoxS,537.25
4087,SoxS,528.1634615384615
4088,SoxS,554.84
4089,SoxS,551.4821428571429
4090,SoxS,553.5487804878048
4091,SoxS,537.2407407407408
4092,SoxS,551.6966292134831
4093,SoxS,526.2739726027397
4094,SoxS,528.1914893617021
4095,SoxS,528.03
4096,SoxS,533.7903225806451
4097,SoxS,535.8202247191011
4098,SoxS,539.0253164556962
4099,SoxS,524.6698113207547
4100,SoxS,517.0
4101,SoxS,526.2903225806451
4102,SoxS,530.6666666666666
4103,SoxS,535.52
4104,SoxS,546.8888888888889
4105,SoxS,539.5757575757576
4106,SoxS,531.8529411764706
4107,SoxS,538.5833333333334
4108,SoxS,533.6507936507936
4109,SoxS,537.4827586206897
4110,SoxS,538.1203007518797
4111,SoxS,529.0
4112,SoxS,535.5370370370371
4113,SoxS,531.8356164383562
4114,SoxS,549.6082474226804
4115,SoxS,529.7739726027397
4116,SoxS,525.6197916666666
4117,SoxS,528.8125
4118,SoxS,539.3037974683544
4119,SoxS,536.3466666666667
4120,SoxS,547.0898876404494
4121,SoxS,557.525
4122,SoxS,540.56
4123,SoxS,550.5764705882353
4124,SoxS,560.1071428571429
4125,SoxS,538.3888888888889
4126,SoxS,544.0602409638554
4127,SoxS,533.8188976377953
4128,SoxS,539.3552631578947
4129,SoxS,537.7692307692307
4130,SoxS,539.9629629629629
4131,SoxS,545.1617647058823
4132,SoxS,536.2962962962963
4133,SoxS,529.6470588235294
4134,SoxS,537.6119402985074
4135,SoxS,517.7303370786517
4136,SoxS,529.9228650137741
4137,SoxS,537.4636363636364
4138,SoxS,529.8115942028985
4139,SoxS,530.9253731343283
4140,SoxS,538.75
4141,SoxS,529.95
4142,SoxS,521.5818181818182
4143,SoxS,540.6771653543307
4144,SoxS,530.8245614035088
4145,SoxS,530.2520325203252
4146,SoxS,539.9107142857143
4147,SoxS,537.2586206896551
4148,SoxS,528.9122807017544
4149,SoxS,535.218085106383
4150,SoxS,534.4285714285714
4151,SoxS,521.310606060606
4152,SoxS,542.1954022988506
4153,SoxS,538.5054945054945
4154,SoxS,547.9714285714285
4155,SoxS,559.7870967741935
4156,SoxS,536.6541353383459
4157,SoxS,546.8474576271186
4158,SoxS,550.3432835820895
4159,SoxS,524.0294117647059
4160,SoxS,541.7755102040817
4161,SoxS,576.9090909090909
4162,SoxS,532.1369863013699
4163,SoxS,530.6363636363636
4164,SoxS,533.6060606060606
4165,SoxS,554.438202247191
4166,SoxS,531.8884297520661
4167,SoxS,531.0754716981132
4168,SoxS,539.1217391304348
4169,SoxS,531.1730769230769
4170,SoxS,550.8493150684932
4171,SoxS,533.3253968253969
4172,SoxS,539.1428571428571
4173,SoxS,538.5914634146342
4174,SoxS,530.625
4175,SoxS,534.1910112359551
4176,SoxS,520.5151515151515
4177,SoxS,534.8
4178,SoxS,534.0597014925373
4179,SoxS,537.6833333333333
4180,SoxS,535.6034482758621
4181,SoxS,536.8490566037735
4182,SoxS,535.5
4183,SoxS,545.5877192982456
4184,SoxS,538.2394366197183
4185,SoxS,522.5147058823529
4186,SoxS,538.2946428571429
4187,SoxS,541.7045454545455
4188,SoxS,533.7087378640776
4189,SoxS,554.5361702127659
4190,SoxS,562.0972222222222
4191,SoxS,542.8923076923077
4192,SoxS,518.9626168224299
4193,SoxS,548.9188034188035
4194,SoxS,560.2885375494071
4195,SoxS,528.2517006802722
4196,SoxS,548.1818181818181
4197,SoxS,554.1875
4198,SoxS,532.7
4199,SoxS,560.3205128205128
4200,SoxS,532.1190476190476
4201,SoxS,545.6129032258065
4202,SoxS,544.1525423728814
4203,SoxS,555.9230769230769
4204,SoxS,525.8273381294964
4205,SoxS,551.1712328767123
4206,SoxS,565.7727272727273
4207,SoxS,551.7878787878788
4208,SoxS,540.4901960784314
4209,SoxS,562.8217821782179
4210,SoxS,550.5692307692308
4211,SoxS,551.4304635761589
4212,SoxS,544.3018867924528
4213,SoxS,557.875
4214,SoxS,537.804347826087
4215,SoxS,546.4736842105264
4216,SoxS,539.7142857142857
4217,SoxS,549.75
4218,SoxS,535.7065217391304
4219,SoxS,545.1559633027523
4220,SoxS,544.7448979591836
4221,SoxS,559.3484848484849
4222,SoxS,546.3846153846154
4223,SoxS,541.6851851851852
4224,SoxS,525.625
4225,SoxS,557.4166666666666
4226,SoxS,524.3066666666666
4227,SoxS,544.5342465753424
4228,SoxS,533.6290322580645
4229,SoxS,542.9824561403509
4230,SoxS,538.1949152542373
4231,SoxS,544.5679012345679
4232,SoxS,536.4363636363636
4233,SoxS,548.3648648648649
4234,SoxS,554.1940298507462
4235,SoxS,545.8
4236,SoxS,543.4237288135594
4237,SoxS,531.2979274611399
4238,SoxS,538.4509803921569
4239,SoxS,551.8333333333334
4240,SoxS,542.8316831683169
4241,SoxS,525.9649122807018
4242,SoxS,543.1538461538462
4243,SoxS,520.8833333333333
4244,SoxS,540.4310344827586
4245,SoxS,535.0370370370371
4246,SoxS,549.1428571428571
4247,SoxS,547.203125
4248,SoxS,534.3
4249,SoxS,547.3394495412844
4250,SoxS,540.0701754385965
4251,SoxS,540.5431034482758
4252,SoxS,541.0483870967741
4253,SoxS,567.1538461538462
4254,SoxS,545.9114285714286
4255,SoxS,542.3082706766917
4256,SoxS,537.7407407407408
4257,SoxS,553.2592592592592
4258,SoxS,534.3684210526316
4259,SoxS,526.3666666666667
4260,SoxS,550.24
4261,SoxS,545.3230769230769
4262,SoxS,538.6396396396397
4263,SoxS,552.29203539823
4264,SoxS,539.421875
4265,SoxS,561.2692307692307
4266,SoxS,538.8125
4267,SoxS,562.9855072463768
4268,SoxS,528.7101449275362
4269,SoxS,548.8426966292135
4270,SoxS,527.0495867768595
4271,SoxS,529.16
4272,SoxS,526.7586206896551
4273,SoxS,555.1355932203389
4274,SoxS,548.8941176470588
4275,SoxS,539.6486486486486
4276,SoxS,526.6262626262626
4277,SoxS,523.7692307692307
4278,SoxS,547.1194029850747
4279,SoxS,527.051724137931
4280,SoxS,540.4948453608248
4281,SoxS,531.2945205479452
4282,SoxS,536.2325581395348
4283,SoxS,555.4587155963303
4284,SoxS,549.6078431372549
4285,SoxS,535.8271604938271
4286,SoxS,552.2954545454545
4287,SoxS,531.8857142857142
4288,SoxS,536.4814814814815
4289,SoxS,531.85
4290,SoxS,547.6666666666666
4291,SoxS,583.7142857142857
4292,SoxS,580.7029702970297
4293,SoxS,566.125
4294,SoxS,570.2327586206897
4295,SoxS,562.4225352112676
4296,SoxS,569.12
4297,SoxS,564.75
4298,SoxS,554.5
4299,SoxS,564.1818181818181
4300,SoxS,565.375
4301,SoxS,566.84
4302,SoxS,566.5555555555555
4303,SoxS,589.2083333333334
4304,SoxS,565.4198473282443
4305,SoxS,574.1234567901234
4306,SoxS,585.655737704918
4307,SoxS,581.6875
4308,SoxS,559.6166666666667
4309,SoxS,550.9310344827586
4310,SoxS,559.8958333333334
4311,SoxS,585.3473684210526
4312,SoxS,569.0833333333334
4313,SoxS,561.1975308641976
4314,SoxS,573.7428571428571
4315,SoxS,557.7931034482758
4316,SoxS,558.8941176470588
4317,SoxS,555.5194805194806
4318,SoxS,567.5164835164835
4319,SoxS,568.794701986755
4320,SoxS,549.0196078431372
4321,SoxS,552.1232876712329
4322,SoxS,567.1969111969112
4323,SoxS,574.9074074074074
4324,SoxS,562.2
4325,SoxS,562.7708333333334
4326,SoxS,553.1764705882352
4327,SoxS,563.655737704918
4328,SoxS,560.2190476190476
4329,SoxS,564.7808219178082
4330,SoxS,556.1206896551724
4331,SoxS,567.9350649350649
4332,SoxS,542.3362831858407
4333,SoxS,532.6875
4334,SoxS,566.1186440677966
4335,SoxS,575.8571428571429
4336,SoxS,562.48
4337,SoxS,562.392523364486
4338,SoxS,575.5
4339,SoxS,560.7463414634146
4340,SoxS,561.1449275362319
4341,SoxS,578.9152542372881
4342,SoxS,561.9268292682926
4343,SoxS,570.0833333333334
4344,SoxS,568.4646464646464
4345,SoxS,559.5192307692307
4346,SoxS,571.7714285714286
4347,SoxS,590.6960784313726
4348,SoxS,561.4507042253521
4349,SoxS,571.5168831168832
4350,SoxS,565.0731707317074
4351,SoxS,576.1666666666666
4352,SoxS,558.0970149253732
4353,SoxS,551.2857142857143
4354,SoxS,574.776119402985
4355,SoxS,552.8333333333334
4356,SoxS,574.0175438596491
4357,SoxS,554.2244897959183
4358,SoxS,597.0178571428571
4359,SoxS,574.6235294117647
4360,SoxS,576.4767441860465
