,Cell ID,Region num birth,Region num death,Cell birth time,Cell death time,Cell age,Old pole age,Error frame,stat0,Long axis (L) birth,Long axis (L) death,Short axis birth,Short axis death,Area birth,Area death,Region score birth,Region score death,X position birth,Y position birth,Fluor1 sum,Fluor1 mean,Fluor2 sum,Fluor2 mean,Num of neighbors,Region gray val,Focus1(1) long axis birth,Focus1(1) short axis birth,Focus1(1) score birth,Focus1(1) intensity birth,Focus1(2) long axis birth,Focus1(2) short axis birth,Focus1(2) score birth,Focus1(2) intensity birth,Focus1(3) long axis birth,Focus1(3) short axis birth,Focus1(3) score birth,Focus1(3) intensity birth,Focus1(4) long axis birth,Focus1(4) short axis birth,Focus1(4) score birth,Focus1(4) intensity birth,Focus1(5) long axis birth,Focus1(5) short axis birth,Focus1(5) score birth,Focus1(5) intensity birth,Focus1(1) long axis pole align,Focus1(1) long axis norm pole align,Focus1(1) long axis normalized,Focus1(2) long axis normalized,Focus1(3) long axis normalized,Focus1(4) long axis normalized,Focus1(5) long axis normalized,Focus1(1) short axis normalized,Focus1(2) short axis normalized,Focus1(3) short axis normalized,Focus1(4) short axis normalized,Focus1(5) short axis normalized,Focus1(1) gaussianFitWidth,Focus1(2) gaussianFitWidth,Focus1(3) gaussianFitWidth,Mother ID,Daughter1 ID,Daughter2 ID,dL max,dL min,L death / L birth,Fluor1 sum death,Fluor1 mean death,Fluor2 sum death,Fluor2 mean death,Focus1(1) long axis death,Focus1(1) short axis death,Focus1(1) score death,Focus1(1) intensity death,Focus1(2) long axis death,Focus1(2) short axis death,Focus1(2) score death,Focus1(2) intensity death,Focus1(2) long axis death,Focus1(3) short axis death,Focus1(3) score death,Focus1(3) intensity death,Focus1(4) long axis death,Focus1(4) short axis death,Focus1(4) score death,Focus1(4) intensity death,Focus1(5) long axis death,Focus1(5) short axis death,Focus1(5) score death,Focus1(5) intensity death,Focus1(1) gaussian fit width death,Focus1(2) gaussian fit width death,Focus1(3) gaussian fit width death,Long axis/Short axis birth,Long axis/Short axis death,Neck width,Maximum width,Cell dist to edge,Growth Rate,Time of Death,Strain,Fluor3 mean
10,11.0,11.0,11.0,1.0,1.0,0.0,,,0.0,29.0,29.0,5.806705834263814,5.806705834263814,169.0,169.0,30.52127279230743,30.52127279230743,153.2130177514793,128.698224852071,679396.0,4020.094674556213,145534.0,861.1479289940828,,1803.1538461538462,-9.262494231365233,-0.35037516607353514,0.8083153911742152,2.334219487390988,9.103477135803717,0.01336998613589735,0.31260382130391373,1.3920241287920547,-4.502106206242059,1.1282875149966711,0.3129200750663935,0.8600456637469962,,,,,,,,,,,-0.3087498077121744,0.3034492378601239,-0.15007020687473532,,,-0.03893057400817057,0.0014855540150997054,0.12536527944407458,,,1.457519391820172,2.0537152633147016,1.3164829215684704,0.0,,,,,,679396.0,4020.094674556213,145534.0,861.1479289940828,-9.262494231365233,-0.35037516607353514,0.8083153911742152,2.334219487390988,9.103477135803717,0.01336998613589735,0.31260382130391373,1.3920241287920547,-4.502106206242059,1.1282875149966711,0.3129200750663935,0.8600456637469962,,,,,,,,,1.457519391820172,2.0537152633147016,1.3164829215684704,4.994225784416145,4.994225784416145,5.806705834263814,6.781312132136084,1.0,,27.0,gadX,
11,12.0,12.0,12.0,1.0,1.0,0.0,,,0.0,40.0,40.0,5.522932405583768,5.522932405583768,221.0,221.0,43.91417743504105,43.91417743504105,162.11764705882354,78.15837104072398,1570144.0,7104.723981900453,187648.0,849.0859728506788,,1814.2579185520362,-14.719010162093644,-0.0011489763721082014,1.371028743007512,4.140301318770035,15.6700246031634,0.4556051950410813,0.8587743480192785,3.3060131036543896,,,,,,,,,,,,,,,-0.35900024785594253,0.3821957220283756,,,,-0.0001276640413453557,0.050622799449009034,,,,1.531656618428035,1.859710175970009,,0.0,,,,,,1570144.0,7104.723981900453,187648.0,849.0859728506788,-14.719010162093644,-0.0011489763721082014,1.371028743007512,4.140301318770035,15.6700246031634,0.4556051950410813,0.8587743480192785,3.3060131036543896,,,,,,,,,,,,,1.531656618428035,1.859710175970009,,7.242529341760438,7.242529341760438,5.252019149467135,6.332579895318304,1.0,,22.0,gadX,
12,13.0,13.0,13.0,1.0,1.0,0.0,,,0.0,38.0,38.0,5.839715654610842,5.839715654610842,223.0,223.0,47.61057143781131,47.61057143781131,174.07623318385652,198.69955156950672,940687.0,4218.32735426009,197744.0,886.7443946188341,,1826.726457399103,-14.073826962817739,0.5275271524205518,0.5279810832644732,1.7742692933534139,13.894536759673713,0.5490849638179078,0.39592259649123535,1.519965134184456,-5.39390722086371,-1.5406008626752934,0.33348038669430224,1.0740048821713135,5.83873222665508,0.6532762985520155,0.3233221115829167,0.9897756314786963,,,,,,,-0.3518456740704435,0.3473634189918428,-0.13484768052159274,0.145968305666377,,0.05275271524205518,0.05490849638179078,-0.15406008626752934,0.06532762985520155,,1.657343653195853,1.8415350330076248,1.599090284253744,0.0,,,,,,940687.0,4218.32735426009,197744.0,886.7443946188341,-14.073826962817739,0.5275271524205518,0.5279810832644732,1.7742692933534139,13.894536759673713,0.5490849638179078,0.39592259649123535,1.519965134184456,-5.39390722086371,-1.5406008626752934,0.33348038669430224,1.0740048821713135,5.83873222665508,0.6532762985520155,0.3233221115829167,0.9897756314786963,,,,,1.657343653195853,1.8415350330076248,1.599090284253744,6.507166144296167,6.507166144296167,5.458605410300152,6.457560020968231,1.0,,0.0,gadX,
13,14.0,14.0,14.0,1.0,1.0,0.0,,,0.0,30.0,30.0,5.6245244920057935,5.6245244920057935,169.0,169.0,29.997058174418424,29.997058174418424,170.28994082840237,397.20118343195264,696601.0,4121.899408284024,153966.0,911.0414201183432,,1861.3372781065088,-10.154133172465055,0.4563093156354192,0.7594205007056772,2.2148361901432354,10.961957057191661,0.7204841386278256,0.42139223245151713,1.494366078885836,,,,,,,,,,,,,,,-0.317316661639533,0.3425611580372394,,,,0.04563093156354192,0.07204841386278256,,,,1.4766928760006073,1.6996261284453342,,0.0,,,,,,696601.0,4121.899408284024,153966.0,911.0414201183432,-10.154133172465055,0.4563093156354192,0.7594205007056772,2.2148361901432354,10.961957057191661,0.7204841386278256,0.42139223245151713,1.494366078885836,,,,,,,,,,,,,1.4766928760006073,1.6996261284453342,,5.333784223473357,5.333784223473357,5.468970819223614,6.416157831899227,1.0,,0.0,gadX,
14,15.0,15.0,15.0,1.0,1.0,0.0,,,0.0,31.0,31.0,5.616661565436948,5.616661565436948,176.0,176.0,41.996837122885545,41.996837122885545,185.64772727272728,306.6875,676520.0,3843.8636363636365,161874.0,919.7386363636364,,1863.0511363636363,-10.719356900154756,0.1410686264918931,0.7186242509805735,1.794803813076601,11.801666678695453,0.5346934931106277,0.40830378473821477,1.1561826764423835,-2.8225717364711027,1.5047980677268211,0.2717597843558885,0.6834784465925425,,,,,,,,,,,-0.3349799031298361,0.3688020837092329,-0.08820536676472196,,,0.015674291832432567,0.05941038812340308,0.16719978530298013,,,1.2787766035130723,1.4371219092061762,1.2724316590958935,0.0,,,,,,676520.0,3843.8636363636365,161874.0,919.7386363636364,-10.719356900154756,0.1410686264918931,0.7186242509805735,1.794803813076601,11.801666678695453,0.5346934931106277,0.40830378473821477,1.1561826764423835,-2.8225717364711027,1.5047980677268211,0.2717597843558885,0.6834784465925425,,,,,,,,,1.2787766035130723,1.4371219092061762,1.2724316590958935,5.519292846619709,5.519292846619709,5.616661565436948,6.485803322732788,1.0,,24.0,gadX,
15,16.0,16.0,16.0,1.0,1.0,0.0,,,0.0,33.0,33.0,5.726336615584787,5.726336615584787,192.0,192.0,48.33013613972897,48.33013613972897,192.796875,127.140625,879521.0,4580.838541666667,164398.0,856.2395833333334,,1812.65625,-11.924331060265608,0.6710006071857098,0.7750701853726959,2.366787131269597,13.028310098673652,0.6174100095827412,0.7397261606504644,2.176231253911606,,,,,,,,,,,,,,,-0.3507156194195767,0.38318559113746037,,,,0.07455562302063441,0.06860111217586012,,,,1.522760804294731,1.4763303500193463,,0.0,,,,,,879521.0,4580.838541666667,164398.0,856.2395833333334,-11.924331060265608,0.6710006071857098,0.7750701853726959,2.366787131269597,13.028310098673652,0.6174100095827412,0.7397261606504644,2.176231253911606,,,,,,,,,,,,,1.522760804294731,1.4763303500193463,,5.762846688088029,5.762846688088029,5.674246586734777,6.580175485060408,1.0,,0.0,gadX,
16,17.0,17.0,17.0,1.0,1.0,0.0,,,0.0,28.0,28.0,4.956128002192551,4.956128002192551,139.0,139.0,-1.6870319719353266,-1.6870319719353266,207.431654676259,516.8489208633093,718642.0,5170.086330935252,126986.0,913.568345323741,,1896.6618705035971,8.662481534553171,0.20295651691290387,0.6531314404763229,1.7164706349899224,-9.306225758162599,-0.33066046511940084,0.4577008925388063,1.6520906866947866,,,,,,,,,,,,,,,0.2987062598121783,-0.32090433648836547,,,,0.022550724101433762,-0.036740051679933425,,,,1.3156495477355348,1.6578371950634252,,0.0,,,,,,718642.0,5170.086330935252,126986.0,913.568345323741,8.662481534553171,0.20295651691290387,0.6531314404763229,1.7164706349899224,-9.306225758162599,-0.33066046511940084,0.4577008925388063,1.6520906866947866,,,,,,,,,,,,,1.3156495477355348,1.6578371950634252,,5.649571598556984,5.649571598556984,4.956128002192551,6.95395911452609,1.0,,,gadX,
17,18.0,18.0,18.0,1.0,1.0,0.0,,,0.0,29.0,29.0,5.0365586372934885,5.0365586372934885,147.0,147.0,28.31678482431227,28.31678482431227,209.6530612244898,498.19727891156464,968785.0,6590.374149659864,130032.0,884.5714285714286,,1884.312925170068,-8.855385481018848,0.2980997899201494,0.8247524296497274,2.9685308634439913,10.950389912335472,0.20220362641483103,0.5302129052089894,2.1555376642025497,,,,,,,,,,,,,,,-0.2951795160339616,0.36501299707784907,,,,0.0331221988800166,0.02246706960164789,,,,1.7865871154486537,1.9331932862976369,,0.0,,,,,,968785.0,6590.374149659864,130032.0,884.5714285714286,-8.855385481018848,0.2980997899201494,0.8247524296497274,2.9685308634439913,10.950389912335472,0.20220362641483103,0.5302129052089894,2.1555376642025497,,,,,,,,,,,,,1.7865871154486537,1.9331932862976369,,5.757899805884882,5.757899805884882,4.78443557276599,5.872798324932205,1.0,,33.0,gadX,
18,19.0,19.0,19.0,1.0,1.0,0.0,,,0.0,25.0,25.0,5.547979060018105,5.547979060018105,142.0,142.0,4.29641578396569,4.29641578396569,215.1338028169014,309.4366197183099,557828.0,3928.3661971830984,129967.0,915.2605633802817,,1839.0211267605634,-8.329355193726485,0.014375471008429591,0.5877584871901994,1.8060852233174258,9.162625961721838,0.7573294648961846,0.6754616701311646,1.7419989095438546,,,,,,,,,,,,,,,-0.32035981514332634,0.35240869083545534,,,,0.001796933876053699,0.09466618311202307,,,,1.5480120604389065,1.3177923252715982,,0.0,,,,,,557828.0,3928.3661971830984,129967.0,915.2605633802817,-8.329355193726485,0.014375471008429591,0.5877584871901994,1.8060852233174258,9.162625961721838,0.7573294648961846,0.6754616701311646,1.7419989095438546,,,,,,,,,,,,,1.5480120604389065,1.3177923252715982,,4.50614534221375,4.50614534221375,5.547979060018105,6.001679102579753,1.0,,25.0,gadX,
19,20.0,20.0,20.0,1.0,1.0,0.0,,,0.0,49.0,49.0,5.54380352748555,5.54380352748555,272.0,272.0,49.05116704726957,49.05116704726957,231.0,150.52941176470588,1021477.0,3755.4301470588234,232056.0,853.1470588235294,,1828.9926470588234,-19.852655722851182,-1.4256537830915974,0.43838650950755587,1.3795961596921065,20.67588968602672,-2.318981524123565,0.7743904941453358,1.2611479489009914,17.847301295531096,-0.6380228297387758,0.44923761243384686,1.0692009435902152,6.949813198454519,2.3923775660566737,0.2949640478933045,0.9432157910292311,14.577211621156334,1.6271843426455863,0.3103092431281731,0.6858800323961702,,,-0.3970531144570236,0.41351779372053443,0.3569460259106219,0.13899626396909037,0.29154423242312666,-0.11880448192429978,-0.1932484603436304,-0.05316856914489798,0.19936479717138947,0.13559869522046553,1.5468013552001694,0.8217717452378082,1.1433833972719905,0.0,,,,,,1021477.0,3755.4301470588234,232056.0,853.1470588235294,-19.852655722851182,-1.4256537830915974,0.43838650950755587,1.3795961596921065,20.67588968602672,-2.318981524123565,0.7743904941453358,1.2611479489009914,17.847301295531096,-0.6380228297387758,0.44923761243384686,1.0692009435902152,6.949813198454519,2.3923775660566737,0.2949640478933045,0.9432157910292311,14.577211621156334,1.6271843426455863,0.3103092431281731,0.6858800323961702,1.5468013552001694,0.8217717452378082,1.1433833972719905,8.838697070894296,8.838697070894296,4.700915746006406,6.90424205607754,1.0,,0.0,gadX,
20,21.0,21.0,21.0,1.0,1.0,0.0,,,0.0,26.0,26.0,5.533204140487853,5.533204140487853,144.0,144.0,23.50445956299453,23.50445956299453,234.24305555555554,516.2569444444445,750008.0,5208.388888888889,131662.0,914.3194444444445,,1934.8194444444443,9.953502168356685,-0.7932416620500806,0.7460495939098352,2.035746987370999,-8.351153421671256,0.05305635269690151,0.5801343897803253,1.7338912347899498,,,,,,,,,,,,,,,0.368648228457655,-0.3093019785804169,,,,-0.09915520775626008,0.006632044087112689,,,,1.3263868937686873,1.5353896947954362,,0.0,,,,,,750008.0,5208.388888888889,131662.0,914.3194444444445,9.953502168356685,-0.7932416620500806,0.7460495939098352,2.035746987370999,-8.351153421671256,0.05305635269690151,0.5801343897803253,1.7338912347899498,,,,,,,,,,,,,1.3263868937686873,1.5353896947954362,,4.698904891245821,4.698904891245821,5.286311746524007,6.0068174203236895,1.0,,0.0,gadX,
21,22.0,22.0,22.0,1.0,1.0,0.0,,,0.0,28.0,28.0,5.20544336507777,5.20544336507777,146.0,146.0,10.460796656987991,10.460796656987991,234.013698630137,257.5342465753425,551325.0,3776.198630136986,128749.0,881.8424657534247,,1900.8219178082193,10.444551479968894,0.2717808471219154,0.6923876707300565,1.650695416635298,-10.794659525857503,0.40687071076325765,0.7659318534994576,1.6252383955074494,,,,,,,,,,,,,,,0.3481517159989631,-0.3598219841952501,,,,0.03397260589023943,0.050858838845407206,,,,1.1868865859101887,1.0872234150349473,,0.0,,,,,,551325.0,3776.198630136986,128749.0,881.8424657534247,10.444551479968894,0.2717808471219154,0.6923876707300565,1.650695416635298,-10.794659525857503,0.40687071076325765,0.7659318534994576,1.6252383955074494,,,,,,,,,,,,,1.1868865859101887,1.0872234150349473,,5.37898465822261,5.37898465822261,5.20544336507777,6.039716281326188,1.0,,15.0,gadX,
22,23.0,23.0,23.0,1.0,1.0,0.0,,,0.0,40.0,40.0,5.187456724418993,5.187456724418993,208.0,208.0,46.69881532318788,46.69881532318788,240.84615384615384,258.47596153846155,790899.0,3802.3990384615386,184148.0,885.3269230769231,,1894.2788461538462,-15.804409086712937,0.8025973066229541,0.3419934852014518,1.2788938828919079,15.56488496693031,0.7492054118139357,0.4497160708791103,1.2021267621985112,-6.538576410855689,0.40380655630256634,0.24364153706896977,0.7775256129696875,2.709868635271848,0.4347577978338999,0.3138437578010738,0.7629220309591854,6.561573173223379,0.12110276171239542,0.2419524158559217,0.6851298315117356,,,-0.37629545444554613,0.37059249921262644,-0.15568039073465925,0.06452068179218687,0.15622793269579474,0.08917747851366158,0.08324504575710397,0.044867395144729594,0.04830642198154443,0.013455862412488381,1.7898882570990828,1.3624532112115753,1.5882235221022103,0.0,,,,,,790899.0,3802.3990384615386,184148.0,885.3269230769231,-15.804409086712937,0.8025973066229541,0.3419934852014518,1.2788938828919079,15.56488496693031,0.7492054118139357,0.4497160708791103,1.2021267621985112,-6.538576410855689,0.40380655630256634,0.24364153706896977,0.7775256129696875,2.709868635271848,0.4347577978338999,0.3138437578010738,0.7629220309591854,6.561573173223379,0.12110276171239542,0.2419524158559217,0.6851298315117356,1.7898882570990828,1.3624532112115753,1.5882235221022103,7.710907700050276,7.710907700050276,3.4937487570671997,6.535338101534762,1.0,,25.0,gadX,
23,24.0,24.0,24.0,1.0,1.0,0.0,,,0.0,27.0,27.0,5.242505957073432,5.242505957073432,142.0,142.0,-43.72836881465965,-43.72836881465965,255.23239436619718,319.9366197183099,795551.0,5602.471830985915,129296.0,910.5352112676056,,1864.9577464788733,-9.487288382534018,-0.04534600693433788,1.2093662549326814,3.133134297658832,10.252194684950464,0.2742306799089258,0.5628069999697911,2.058100174447315,,,,,,,,,,,,,,,-0.3388317279476435,0.36614981017680226,,,,-0.005038445214926431,0.0304700755454362,,,,1.3306748643864732,1.7277033333044731,,0.0,,,,,,795551.0,5602.471830985915,129296.0,910.5352112676056,-9.487288382534018,-0.04534600693433788,1.2093662549326814,3.133134297658832,10.252194684950464,0.2742306799089258,0.5628069999697911,2.058100174447315,,,,,,,,,,,,,1.3306748643864732,1.7277033333044731,,5.150208740072169,5.150208740072169,5.242505957073432,6.291286084161887,1.0,,0.0,gadX,
